filename	NoteIdx	Note
ES2344+514-20171028@173900-R_30508.fts	1	nowcs
4C71-07-20171028@183850-R_30508.fts	1	nowcs
OJ49-20171028@183437-R_30508.fts	1	nowcs
3C66A-20171028@174956-R_30508.fts	1	nowcs
AO0235+16-20171030@165323-R_30508.fts	1	nowcs
L-Lacertae-20171030@160427-R_30508.fts	1	nowcs
ES2344+514-20171030@161147-R_30508.fts	1	nowcs
3C66A-20171030@164505-R_30508.fts	1	nowcs
3C454-3-20171030@155357-R_30508.fts	1	nowcs
3C454-3-20171030@155706-R_30508.fts	1	nowcs
ES2344+514-20171030@160816-R_30508.fts	1	nowcs
3C66A-20171030@164133-R_30508.fts	1	nowcs
CTA102-20171030@155039-R_30508.fts	1	nowcs
CTA102-20171030@154708-R_30508.fts	1	nowcs
AO0235+16-20171030@164952-R_30508.fts	1	nowcs
L-Lacertae-20171030@160056-R_30508.fts	1	nowcs
S5_0716+71-20171025@201836-R_30508.fts	1	nowcs
4C29-45-20171025@211719-R_30508.fts	1	nowcs
3C66A-20171025@192052-R_30508.fts	1	nowcs
S4_0954+65-20171025@205931-R_30508.fts	1	nowcs
OJ248-20171025@203045-R_30508.fts	1	nowcs
OJ49-20171025@204757-R_30508.fts	1	nowcs
OJ49-20171025@204427-R_30508.fts	1	nowcs
PKS0735+17-20171025@202656-R_30508.fts	1	nowcs
4C29-45-20171025@211349-R_30508.fts	1	nowcs
OJ248-20171025@203415-R_30508.fts	1	nowcs
ON231-20171025@212347-R_30508.fts	1	nowcs
OJ287-20171025@203734-R_30508.fts	1	nowcs
PKS0735+17-20171025@202325-R_30508.fts	1	nowcs
AO0235+16-20171025@192816-R_30508.fts	1	nowcs
S5_0716+71-20171025@201505-R_30508.fts	1	nowcs
3C66A-20171025@191722-R_30508.fts	1	nowcs
4C71-07-20171025@205607-R_30508.fts	1	nowcs
S4_0954+65-20171025@210240-R_30508.fts	1	nowcs
Mkn421-20171025@210636-R_30508.fts	1	nowcs
ON231-20171025@212038-R_30508.fts	1	nowcs
OJ287-20171025@204043-R_30508.fts	1	nowcs
AO0235+16-20171025@192445-R_30508.fts	1	nowcs
4C71-07-20171025@205236-R_30508.fts	1	nowcs
3C66A-20171017@191747-R_30508.fts	1	nowcs
S4_0954+65-20171017@205519-R_30508.fts	1	nowcs
4C71-07-20171017@204823-R_30508.fts	1	nowcs
OJ49-20171017@204023-R_30508.fts	1	nowcs
S5_0716+71-20171017@193333-R_30508.fts	1	nowcs
PKS0735+17-20171017@194137-R_30508.fts	1	nowcs
AO0235+16-20171017@192845-R_30508.fts	1	nowcs
PKS0735+17-20171017@194508-R_30508.fts	1	nowcs
4C71-07-20171017@205155-R_30508.fts	1	nowcs
3C66A-20171017@192118-R_30508.fts	1	nowcs
S4_0954+65-20171017@205828-R_30508.fts	1	nowcs
OJ49-20171017@204353-R_30508.fts	1	nowcs
OJ287-20171017@194852-R_30508.fts	1	nowcs
AO0235+16-20171017@192514-R_30508.fts	1	nowcs
S5_0716+71-20171017@193704-R_30508.fts	1	nowcs
Mkn421-20171017@210220-R_30508.fts	1	nowcs
ES2344+514-20171017@191343-R_30508.fts	1	nowcs
OJ287-20171017@195223-R_30508.fts	1	nowcs
S5_0716+71-20171027@200716-R_30508.fts	1	nowcs
3C66A-20171027@194755-R_30508.fts	1	nowcs
PKS0735+17-20171027@201546-R_30508.fts	1	nowcs
PKS0735+17-20171027@201214-R_30508.fts	1	nowcs
3C66A-20171027@195126-R_30508.fts	1	nowcs
OJ248-20171027@202306-R_30508.fts	1	nowcs
AO0235+16-20171027@195848-R_30508.fts	1	nowcs
OJ248-20171027@201934-R_30508.fts	1	nowcs
S5_0716+71-20171027@200345-R_30508.fts	1	nowcs
AO0235+16-20171027@195517-R_30508.fts	1	nowcs
L-Lacertae-20171021@164944-R_30508.fts	1	nowcs
S5_0716+71-20171021@210959-R_30508.fts	1	nowcs
AO0235+16-20171021@210036-R_30508.fts	1	nowcs
3C66A-20171021@170520-R_30508.fts	1	nowcs
AO0235+16-20171021@171335-R_30508.fts	1	nowcs
S5_0716+71-20171021@171902-R_30508.fts	1	nowcs
ES2344+514-20171021@165357-R_30508.fts	1	nowcs
CTA102-20171021@163504-R_30508.fts	1	nowcs
CTA102-20171021@163133-R_30508.fts	1	nowcs
3C66A-20171021@170149-R_30508.fts	1	nowcs
S5_0716+71-20171021@172233-R_30508.fts	1	nowcs
L-Lacertae-20171021@164613-R_30508.fts	1	nowcs
3C66A-20171021@205249-R_30508.fts	1	nowcs
PKS0735+17-20171021@172743-R_30508.fts	1	nowcs
AO0235+16-20171021@171004-R_30508.fts	1	nowcs
S5_0716+71-20171021@210629-R_30508.fts	1	nowcs
3C66A-20171021@204919-R_30508.fts	1	nowcs
AO0235+16-20171021@205705-R_30508.fts	1	nowcs
4C71-07-20171021@173538-R_30508.fts	1	nowcs
3C454-3-20171021@164156-R_30508.fts	1	nowcs
3C454-3-20171021@163847-R_30508.fts	1	nowcs
ES2344+514-20171021@165728-R_30508.fts	1	nowcs
L-Lacertae-20171018@134546-R_30508.fts	1	nowcs
L-Lacertae-20171018@134916-R_30508.fts	1	nowcs
ES2344+514-20171018@135942-R_30508.fts	1	nowcs
PKS2155-304-20171018@132303-R_30508.fts	1	nowcs
CTA102-20171018@133403-R_30508.fts	1	nowcs
3C454-3-20171018@134111-R_30508.fts	1	nowcs
AO0235+16-20171018@141537-R_30508.fts	1	nowcs
3C371-20171018@131728-R_30508.fts	1	nowcs
3C66A-20171018@141139-R_30508.fts	1	nowcs
CTA102-20171018@133032-R_30508.fts	1	nowcs
3C371-20171018@131358-R_30508.fts	1	nowcs
3C454-3-20171018@133741-R_30508.fts	1	nowcs
PKS2155-304-20171018@132634-R_30508.fts	1	nowcs
ES2344+514-20171018@140314-R_30508.fts	1	nowcs
3C66A-20171018@140808-R_30508.fts	1	nowcs
L-Lacertae-20171031@140847-R_30508.fts	1	nowcs
CTA102-20171031@135032-R_30508.fts	1	nowcs
ES2344+514-20171031@141619-R_30508.fts	1	nowcs
CTA102-20171031@135402-R_30508.fts	1	nowcs
ES2344+514-20171031@141247-R_30508.fts	1	nowcs
3C454-3-20171031@135740-R_30508.fts	1	nowcs
PKS2155-304-20171031@133732-R_30508.fts	1	nowcs
3C454-3-20171031@140111-R_30508.fts	1	nowcs
PKS2155-304-20171031@134257-R_30508.fts	1	nowcs
PKS2155-304-20171031@134606-R_30508.fts	1	nowcs
L-Lacertae-20171031@140516-R_30508.fts	1	nowcs
L-Lacertae-20171016@141021-R_30508.fts	1	nowcs
3C454-3-20171016@135957-R_30508.fts	1	nowcs
AO0235+16-20171016@205339-R_30508.fts	1	nowcs
L-Lacertae-20171016@140713-R_30508.fts	1	nowcs
AO0235+16-20171016@205031-R_30508.fts	1	nowcs
AO0235+16-20171016@142831-R_30508.fts	1	nowcs
CTA102-20171016@135330-R_30508.fts	1	nowcs
3C66A-20171016@204700-R_30508.fts	1	nowcs
PKS2155-304-20171016@134952-R_30508.fts	1	nowcs
CTA102-20171016@135639-R_30508.fts	1	nowcs
3C66A-20171016@142144-R_30508.fts	1	nowcs
ES2344+514-20171016@141408-R_30508.fts	1	nowcs
ES2344+514-20171016@141716-R_30508.fts	1	nowcs
3C371-20171016@133855-R_30508.fts	1	nowcs
PKS2155-304-20171016@134643-R_30508.fts	1	nowcs
S5_0716+71-20171016@205818-R_30508.fts	1	nowcs
3C454-3-20171016@140306-R_30508.fts	1	nowcs
3C66A-20171016@204329-R_30508.fts	1	nowcs
3C371-20171016@134224-R_30508.fts	1	nowcs
3C66A-20171016@142453-R_30508.fts	1	nowcs
PKS0735+17-20171023@173158-R_30508.fts	1	nowcs
AO0235+16-20171023@171219-R_30508.fts	1	nowcs
L-Lacertae-20171023@164909-R_30508.fts	1	nowcs
3C66A-20171023@170355-R_30508.fts	1	nowcs
S5_0716+71-20171023@172040-R_30508.fts	1	nowcs
S5_0716+71-20171023@172411-R_30508.fts	1	nowcs
ES2344+514-20171023@165628-R_30508.fts	1	nowcs
OJ248-20171023@173539-R_30508.fts	1	nowcs
CTA102-20171023@163853-R_30508.fts	1	nowcs
3C371-20171023@125026-R_30508.fts	1	nowcs
4C51-37-20171023@124146-R_30508.fts	1	nowcs
3C66A-20171023@170726-R_30508.fts	1	nowcs
PKS0735+17-20171023@172827-R_30508.fts	1	nowcs
3C454-3-20171023@164520-R_30508.fts	1	nowcs
3C371-20171023@124655-R_30508.fts	1	nowcs
AO0235+16-20171023@171549-R_30508.fts	1	nowcs
L-Lacertae-20171023@165240-R_30508.fts	1	nowcs
ES2344+514-20171023@165959-R_30508.fts	1	nowcs
3C454-3-20171023@164212-R_30508.fts	1	nowcs
CTA102-20171023@163522-R_30508.fts	1	nowcs
4C71-07-20171023@174304-R_30508.fts	1	nowcs
OJ49-20171019@191659-R_30508.fts	1	nowcs
4C71-07-20171019@192131-R_30508.fts	1	nowcs
S4_0954+65-20171019@192852-R_30508.fts	1	nowcs
AO0235+16-20171019@184354-R_30508.fts	1	nowcs
ES2344+514-20171019@182816-R_30508.fts	1	nowcs
AO0235+16-20171019@184023-R_30508.fts	1	nowcs
S5_0716+71-20171019@184928-R_30508.fts	1	nowcs
OJ287-20171019@190920-R_30508.fts	1	nowcs
4C71-07-20171019@192502-R_30508.fts	1	nowcs
PKS0735+17-20171019@185809-R_30508.fts	1	nowcs
3C66A-20171019@183607-R_30508.fts	1	nowcs
ES2344+514-20171019@182446-R_30508.fts	1	nowcs
PKS0735+17-20171019@190140-R_30508.fts	1	nowcs
S5_0716+71-20171019@185259-R_30508.fts	1	nowcs
OJ49-20171019@191328-R_30508.fts	1	nowcs
OJ287-20171019@190548-R_30508.fts	1	nowcs
3C66A-20171019@183237-R_30508.fts	1	nowcs
CTA102-20171020@140811-R_30508.fts	1	nowcs
3C66A-20171020@144327-R_30508.fts	1	nowcs
3C454-3-20171020@141525-R_30508.fts	1	nowcs
PKS2155-304-20171020@140345-R_30508.fts	1	nowcs
ES2344+514-20171020@143406-R_30508.fts	1	nowcs
PKS2155-304-20171020@140014-R_30508.fts	1	nowcs
AO0235+16-20171020@144744-R_30508.fts	1	nowcs
L-Lacertae-20171020@142621-R_30508.fts	1	nowcs
3C66A-20171020@143957-R_30508.fts	1	nowcs
L-Lacertae-20171020@142251-R_30508.fts	1	nowcs
ES2344+514-20171020@143035-R_30508.fts	1	nowcs
3C454-3-20171020@141834-R_30508.fts	1	nowcs
CTA102-20171020@141141-R_30508.fts	1	nowcs
L-Lacertae-20171026@143115-R_30508.fts	1	nowcs
AO0235+16-20171026@194358-R_30508.fts	1	nowcs
3C66A-20171026@144446-R_30508.fts	1	nowcs
L-Lacertae-20171026@142744-R_30508.fts	1	nowcs
ES2344+514-20171026@143859-R_30508.fts	1	nowcs
CTA102-20171026@141549-R_30508.fts	1	nowcs
PKS0735+17-20171026@200043-R_30508.fts	1	nowcs
AO0235+16-20171026@150715-R_30508.fts	1	nowcs
AO0235+16-20171026@194730-R_30508.fts	1	nowcs
3C66A-20171026@194007-R_30508.fts	1	nowcs
PKS0735+17-20171026@200414-R_30508.fts	1	nowcs
S5_0716+71-20171026@195223-R_30508.fts	1	nowcs
S5_0716+71-20171026@195553-R_30508.fts	1	nowcs
3C66A-20171026@144817-R_30508.fts	1	nowcs
PKS2155-304-20171026@140752-R_30508.fts	1	nowcs
ES2344+514-20171026@143528-R_30508.fts	1	nowcs
3C454-3-20171026@142325-R_30508.fts	1	nowcs
CTA102-20171026@141219-R_30508.fts	1	nowcs
3C454-3-20171026@141954-R_30508.fts	1	nowcs
3C66A-20171026@193637-R_30508.fts	1	nowcs
OJ49-20171128@160333-R_30508.fts	1	nowcs
OJ287-20171128@155640-R_30508.fts	1	nowcs
L-Lacertae-20171128@140542-R_30508.fts	1	nowcs
OJ248-20171128@155322-R_30508.fts	1	nowcs
AO0235+16-20171128@150902-R_30508.fts	1	nowcs
OJ287-20171128@155949-R_30508.fts	1	nowcs
ES2344+514-20171128@145701-R_30508.fts	1	nowcs
S5_0716+71-20171128@153825-R_30508.fts	1	nowcs
3C66A-20171128@150057-R_30508.fts	1	nowcs
CTA102-20171128@135153-R_30508.fts	1	nowcs
ES2344+514-20171128@145330-R_30508.fts	1	nowcs
PKS0735+17-20171128@154609-R_30508.fts	1	nowcs
AO0235+16-20171128@151232-R_30508.fts	1	nowcs
CTA102-20171128@134823-R_30508.fts	1	nowcs
S5_0716+71-20171128@153455-R_30508.fts	1	nowcs
3C454-3-20171128@135512-R_30508.fts	1	nowcs
PKS0735+17-20171128@154237-R_30508.fts	1	nowcs
3C454-3-20171128@135820-R_30508.fts	1	nowcs
OJ248-20171128@154951-R_30508.fts	1	nowcs
3C66A-20171128@150428-R_30508.fts	1	nowcs
OJ49-20171128@160703-R_30508.fts	1	nowcs
L-Lacertae-20171128@140211-R_30508.fts	1	nowcs
S5_0716+71-20171121@152720-R_30508.fts	1	nowcs
ES2344+514-20171121@145210-R_30508.fts	1	nowcs
CTA102-20171121@125405-R_30508.fts	1	nowcs
3C66A-20171121@151044-R_30508.fts	1	nowcs
L-Lacertae-20171121@144450-R_30508.fts	1	nowcs
AO0235+16-20171121@151534-R_30508.fts	1	nowcs
3C454-3-20171121@130403-R_30508.fts	1	nowcs
ES2344+514-20171121@144839-R_30508.fts	1	nowcs
S5_0716+71-20171121@152349-R_30508.fts	1	nowcs
AO0235+16-20171121@151905-R_30508.fts	1	nowcs
PKS0735+17-20171121@153138-R_30508.fts	1	nowcs
3C454-3-20171121@130054-R_30508.fts	1	nowcs
OJ248-20171121@155117-R_30508.fts	1	nowcs
L-Lacertae-20171121@144119-R_30508.fts	1	nowcs
4C71-07-20171121@155845-R_30508.fts	1	nowcs
CTA102-20171121@125735-R_30508.fts	1	nowcs
3C66A-20171121@150713-R_30508.fts	1	nowcs
3C454-3-20171116@150237-R_30508.fts	1	nowcs
CTA102-20171116@145239-R_30508.fts	1	nowcs
OJ49-20171116@210822-R_30508.fts	1	nowcs
L-Lacertae-20171116@150628-R_30508.fts	1	nowcs
3C454-3-20171116@145929-R_30508.fts	1	nowcs
3C66A-20171116@152446-R_30508.fts	1	nowcs
S5_0716+71-20171116@155216-R_30508.fts	1	nowcs
PKS0735+17-20171116@160329-R_30508.fts	1	nowcs
OJ248-20171116@160710-R_30508.fts	1	nowcs
CTA102-20171116@145610-R_30508.fts	1	nowcs
L-Lacertae-20171116@150959-R_30508.fts	1	nowcs
AO0235+16-20171116@152931-R_30508.fts	1	nowcs
3C66A-20171116@152114-R_30508.fts	1	nowcs
S5_0716+71-20171116@155547-R_30508.fts	1	nowcs
OJ248-20171116@161041-R_30508.fts	1	nowcs
AO0235+16-20171116@153302-R_30508.fts	1	nowcs
ES2344+514-20171116@151718-R_30508.fts	1	nowcs
PKS0735+17-20171116@155957-R_30508.fts	1	nowcs
OJ49-20171116@210452-R_30508.fts	1	nowcs
4C71-07-20171116@211321-R_30508.fts	1	nowcs
OJ287-20171116@205515-R_30508.fts	1	nowcs
ES2344+514-20171116@151347-R_30508.fts	1	nowcs
OJ287-20171116@205846-R_30508.fts	1	nowcs
4C71-07-20171116@211652-R_30508.fts	1	nowcs
ES2344+514-20171130@130109-R_30508.fts	1	nowcs
4C71-07-20171130@184341-R_30508.fts	1	nowcs
OJ248-20171130@181658-R_30508.fts	1	nowcs
3C66A-20171130@131031-R_30508.fts	1	nowcs
OJ49-20171130@183529-R_30508.fts	1	nowcs
3C454-3-20171130@123653-R_30508.fts	1	nowcs
S4_0954+65-20171130@185035-R_30508.fts	1	nowcs
AO0235+16-20171130@132242-R_30508.fts	1	nowcs
OJ287-20171130@183124-R_30508.fts	1	nowcs
CTA102-20171130@122548-R_30508.fts	1	nowcs
OJ49-20171130@183859-R_30508.fts	1	nowcs
ES2344+514-20171130@130440-R_30508.fts	1	nowcs
AO0235+16-20171130@131912-R_30508.fts	1	nowcs
PKS2155-304-20171130@122122-R_30508.fts	1	nowcs
PKS0735+17-20171130@180606-R_30508.fts	1	nowcs
3C454-3-20171130@123323-R_30508.fts	1	nowcs
3C66A-20171130@131402-R_30508.fts	1	nowcs
OJ248-20171130@181327-R_30508.fts	1	nowcs
PKS0735+17-20171130@180936-R_30508.fts	1	nowcs
S5_0716+71-20171130@175744-R_30508.fts	1	nowcs
L-Lacertae-20171130@124109-R_30508.fts	1	nowcs
OJ287-20171130@182016-R_30508.fts	1	nowcs
4C71-07-20171130@184711-R_30508.fts	1	nowcs
PKS2155-304-20171130@121752-R_30508.fts	1	nowcs
CTA102-20171130@122919-R_30508.fts	1	nowcs
S5_0716+71-20171130@180114-R_30508.fts	1	nowcs
S4_0954+65-20171130@185344-R_30508.fts	1	nowcs
ES2344+514-20171107@164225-R_30508.fts	1	nowcs
S4_0954+65-20171107@175439-R_30508.fts	1	nowcs
3C66A-20171107@164952-R_30508.fts	1	nowcs
OJ248-20171107@172101-R_30508.fts	1	nowcs
4C71-07-20171107@175115-R_30508.fts	1	nowcs
PKS0735+17-20171107@171021-R_30508.fts	1	nowcs
S5_0716+71-20171107@170230-R_30508.fts	1	nowcs
OJ49-20171107@174004-R_30508.fts	1	nowcs
OJ287-20171107@172727-R_30508.fts	1	nowcs
4C71-07-20171107@174745-R_30508.fts	1	nowcs
L-Lacertae-20171107@163135-R_30508.fts	1	nowcs
CTA102-20171107@162012-R_30508.fts	1	nowcs
AO0235+16-20171107@165742-R_30508.fts	1	nowcs
L-Lacertae-20171107@163505-R_30508.fts	1	nowcs
OJ49-20171107@174334-R_30508.fts	1	nowcs
OJ248-20171107@171731-R_30508.fts	1	nowcs
AO0235+16-20171107@165412-R_30508.fts	1	nowcs
ES2344+514-20171107@163854-R_30508.fts	1	nowcs
3C66A-20171107@164621-R_30508.fts	1	nowcs
PKS0735+17-20171107@171350-R_30508.fts	1	nowcs
OJ287-20171107@172419-R_30508.fts	1	nowcs
3C454-3-20171107@162744-R_30508.fts	1	nowcs
3C454-3-20171107@162413-R_30508.fts	1	nowcs
S5_0716+71-20171107@170600-R_30508.fts	1	nowcs
3C66A-20171117@135407-R_30508.fts	1	nowcs
3C454-3-20171117@132738-R_30508.fts	1	nowcs
CTA102-20171117@132050-R_30508.fts	1	nowcs
AO0235+16-20171117@135856-R_30508.fts	1	nowcs
CTA102-20171117@132421-R_30508.fts	1	nowcs
ES2344+514-20171117@134207-R_30508.fts	1	nowcs
L-Lacertae-20171117@133445-R_30508.fts	1	nowcs
3C454-3-20171117@133047-R_30508.fts	1	nowcs
PKS0735+17-20171117@210950-R_30508.fts	1	nowcs
PKS0735+17-20171117@211321-R_30508.fts	1	nowcs
L-Lacertae-20171117@133816-R_30508.fts	1	nowcs
ES2344+514-20171117@134537-R_30508.fts	1	nowcs
3C66A-20171117@135035-R_30508.fts	1	nowcs
L-Lacertae-20171101@133618-R_30508.fts	1	nowcs
L-Lacertae-20171101@133247-R_30508.fts	1	nowcs
CTA102-20171101@132137-R_30508.fts	1	nowcs
AO0235+16-20171101@135743-R_30508.fts	1	nowcs
3C454-3-20171101@132522-R_30508.fts	1	nowcs
3C66A-20171101@135327-R_30508.fts	1	nowcs
ES2344+514-20171101@134032-R_30508.fts	1	nowcs
ES2344+514-20171101@134403-R_30508.fts	1	nowcs
CTA102-20171101@131806-R_30508.fts	1	nowcs
3C66A-20171101@134957-R_30508.fts	1	nowcs
3C454-3-20171101@132830-R_30508.fts	1	nowcs
PKS2155-304-20171101@131343-R_30508.fts	1	nowcs
PKS2155-304-20171101@131013-R_30508.fts	1	nowcs
S5_0716+71-20171127@163308-R_30508.fts	1	nowcs
OJ248-20171127@170027-R_30508.fts	1	nowcs
OJ49-20171127@171741-R_30508.fts	1	nowcs
OJ287-20171127@170717-R_30508.fts	1	nowcs
PKS0735+17-20171127@165623-R_30508.fts	1	nowcs
3C66A-20171127@160142-R_30508.fts	1	nowcs
AO0235+16-20171127@162117-R_30508.fts	1	nowcs
ES2344+514-20171127@155406-R_30508.fts	1	nowcs
S5_0716+71-20171127@162934-R_30508.fts	1	nowcs
4C71-07-20171127@172159-R_30508.fts	1	nowcs
PKS0735+17-20171127@163737-R_30508.fts	1	nowcs
OJ248-20171127@170358-R_30508.fts	1	nowcs
OJ287-20171127@171026-R_30508.fts	1	nowcs
3C66A-20171127@160519-R_30508.fts	1	nowcs
AO0235+16-20171127@162448-R_30508.fts	1	nowcs
4C71-07-20171127@172531-R_30508.fts	1	nowcs
OJ49-20171127@171411-R_30508.fts	1	nowcs
ES2344+514-20171127@155737-R_30508.fts	1	nowcs
CTA102-20171115@135809-R_30508.fts	1	nowcs
CTA102-20171115@140139-R_30508.fts	1	nowcs
OJ287-20171115@211610-R_30508.fts	1	nowcs
ES2344+514-20171115@142250-R_30508.fts	1	nowcs
PKS0735+17-20171115@205651-R_30508.fts	1	nowcs
S5_0716+71-20171115@144733-R_30508.fts	1	nowcs
PKS0735+17-20171115@145139-R_30508.fts	1	nowcs
3C454-3-20171115@140458-R_30508.fts	1	nowcs
OJ248-20171115@210745-R_30508.fts	1	nowcs
OJ248-20171115@210414-R_30508.fts	1	nowcs
3C454-3-20171115@140807-R_30508.fts	1	nowcs
S5_0716+71-20171115@144402-R_30508.fts	1	nowcs
OJ287-20171115@211301-R_30508.fts	1	nowcs
L-Lacertae-20171115@141531-R_30508.fts	1	nowcs
3C66A-20171115@143118-R_30508.fts	1	nowcs
S5_0716+71-20171115@204824-R_30508.fts	1	nowcs
AO0235+16-20171115@143920-R_30508.fts	1	nowcs
S5_0716+71-20171115@205154-R_30508.fts	1	nowcs
3C66A-20171115@142747-R_30508.fts	1	nowcs
4C71-07-20171115@145910-R_30508.fts	1	nowcs
ES2344+514-20171115@141919-R_30508.fts	1	nowcs
L-Lacertae-20171115@141200-R_30508.fts	1	nowcs
PKS0735+17-20171115@210023-R_30508.fts	1	nowcs
AO0235+16-20171115@143549-R_30508.fts	1	nowcs
S5_0716+71-20171123@172826-R_30508.fts	1	nowcs
4C71-07-20171123@181119-R_30508.fts	1	nowcs
OJ287-20171123@175225-R_30508.fts	1	nowcs
OJ49-20171123@175944-R_30508.fts	1	nowcs
OJ287-20171123@175534-R_30508.fts	1	nowcs
4C71-07-20171123@180748-R_30508.fts	1	nowcs
S4_0954+65-20171123@181819-R_30508.fts	1	nowcs
L-Lacertae-20171123@133530-R_30508.fts	1	nowcs
S4_0954+65-20171123@181510-R_30508.fts	1	nowcs
CTA102-20171123@132050-R_30508.fts	1	nowcs
3C371-20171123@130531-R_30508.fts	1	nowcs
AO0235+16-20171123@172243-R_30508.fts	1	nowcs
PKS0735+17-20171123@173730-R_30508.fts	1	nowcs
OJ248-20171123@174510-R_30508.fts	1	nowcs
3C66A-20171123@171456-R_30508.fts	1	nowcs
3C371-20171123@130902-R_30508.fts	1	nowcs
AO0235+16-20171123@171911-R_30508.fts	1	nowcs
4C29-45-20171123@183554-R_30508.fts	1	nowcs
OJ49-20171123@180315-R_30508.fts	1	nowcs
OJ248-20171123@174841-R_30508.fts	1	nowcs
CTA102-20171123@132421-R_30508.fts	1	nowcs
ES2344+514-20171123@134314-R_30508.fts	1	nowcs
3C66A-20171123@171124-R_30508.fts	1	nowcs
ES2344+514-20171123@134645-R_30508.fts	1	nowcs
Mkn421-20171123@182437-R_30508.fts	1	nowcs
PKS0735+17-20171123@174101-R_30508.fts	1	nowcs
L-Lacertae-20171123@133901-R_30508.fts	1	nowcs
3C454-3-20171123@133114-R_30508.fts	1	nowcs
3C454-3-20171123@132805-R_30508.fts	1	nowcs
S5_0716+71-20171123@173157-R_30508.fts	1	nowcs
4C71-07-20171108@210055-R_30508.fts	1	nowcs
3C273-20171108@211907-R_30508.fts	1	nowcs
3C273-20171108@212238-R_30508.fts	1	nowcs
4C71-07-20171108@205725-R_30508.fts	1	nowcs
S4_0954+65-20171108@210420-R_30508.fts	1	nowcs
S4_0954+65-20171108@210729-R_30508.fts	1	nowcs
S5_0716+71-20171108@205033-R_30508.fts	1	nowcs
Mkn421-20171108@211141-R_30508.fts	1	nowcs
S5_0716+71-20171108@204703-R_30508.fts	1	nowcs
Mkn421-20171108@211512-R_30508.fts	1	nowcs
L-Lacertae-20171129@124059-R_30508.fts	1	nowcs
S5_0716+71-20171129@131301-R_30508.fts	1	nowcs
3C454-3-20171129@123331-R_30508.fts	1	nowcs
ES2344+514-20171129@124820-R_30508.fts	1	nowcs
AO0235+16-20171129@130834-R_30508.fts	1	nowcs
3C454-3-20171129@123702-R_30508.fts	1	nowcs
AO0235+16-20171129@130503-R_30508.fts	1	nowcs
PKS2155-304-20171129@121855-R_30508.fts	1	nowcs
ES2344+514-20171129@125151-R_30508.fts	1	nowcs
L-Lacertae-20171129@124430-R_30508.fts	1	nowcs
3C66A-20171129@130019-R_30508.fts	1	nowcs
PKS2155-304-20171129@122225-R_30508.fts	1	nowcs
3C66A-20171129@125648-R_30508.fts	1	nowcs
CTA102-20171129@122953-R_30508.fts	1	nowcs
CTA102-20171129@122622-R_30508.fts	1	nowcs
CTA102-20171104@153932-R_30508.fts	1	nowcs
S5_0716+71-20171104@162148-R_30508.fts	1	nowcs
S5_0716+71-20171104@161818-R_30508.fts	1	nowcs
3C454-3-20171104@155559-R_30508.fts	1	nowcs
CTA102-20171104@154302-R_30508.fts	1	nowcs
L-Lacertae-20171104@160319-R_30508.fts	1	nowcs
PKS0735+17-20171104@162602-R_30508.fts	1	nowcs
